pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_10,Uncategorized,,After Surgery Recovery Room/PACU….,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_11,Activity Restrictions,,"When can I start moving, sitting and walking?",,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_12,Diet & Nutrition,,When can I start eating?,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_13,Pet Care,,When will my urinary catheter be removed?,,,,medium,,,,,,False,pattern,True
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_14,Follow-up Care,,After Surgery) program which is now the standard practice for all GYN scheduled open hysterectomy patients in the Partners Healthcare System and affiliated hospitals.,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_15,Uncategorized,,Before Your Surgery 2.,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_16,Pet Care,,"After Your Surgery Each stage of this program is tailored to minimize your pain, avoid complications, and allow for earlier resumption of food and activity.",,,,medium,,,,,,False,pattern,True
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_17,Uncategorized,,Before Surgery Prior to Surgery 1.,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_18,Uncategorized,,"No matter what, it is better to delay your surgery than to ignore a low blood sugar.",,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_19,Activity Restrictions,,"Exercise improves the body’s response to stress and improves fitness, which aids in recovery.",,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_20,Activity Restrictions,,"Exercise does not need to be strenuous, even 15 - 30-minute walks da ily are better than not exercising.",,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_21,Diet & Nutrition,,Eating a mixed healthy diet is advised in the weeks leading up to the surgery.,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_22,Diet & Nutrition,,Drink The kit will arrive the week before your procedure.,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_23,Diet & Nutrition,,Drinks Please follow the instructions in the pamphlet included in the kit regarding drinking of the carbohydrate drink.,,,,medium,,,,,,False,pattern,False
[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[88%] Hysterectomy-TLH-ERAS-Patient-Guide.pdf,Gynecological Surgery,Hysterectomy,0.88,[88%] Hysterectomy-TLH-ERAS-Patient-Guide_24,Diet & Nutrition,,"Eat a healthy well -balanced breakfast, lunch, and dinner on the day before surgery.",,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_1,Medication Management,,You may also feel shoulder pain as a result of the CO2 that was used to inflate the abdomen during the procedure.,,,,low,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_2,Breathing Exercises,,"You may also feel tired as the anesthetic wears off, and may feel some pain in your throat from the breathing tube that was placed during the procedure.",,,,low,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_3,Breathing Exercises,,"You may be advised to engage in coughing, leg and breathing activities.",,,,low,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_4,Activity Restrictions,,"You can climb stairs, although it may be uncomfortable for the first few days after surgery.",,,,low,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_5,Hygiene,,"You can begin showering the day after surgery, however you should not have a bath until your incisions have closed.",,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_6,Wound Care,,You may have small bandages over the incision.,,,,low,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_7,Medication Management,,"You should use pain medication to manage your pain, as this will help you to recover.",,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_8,Diet & Nutrition,,Avoid using any substances aside from soap and water (e.,,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_9,Hearing,,Check out Canada’s Food Guide to learn more about healthy options for your recovery and beyond.,,,,medium,,,,,,False,pattern,True
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_10,Activity Restrictions,,"Return to Activities Gradually return to your routine and activities after the procedure, acknowledging that full recovery takes time.",,,,medium,,,,,,True,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_11,Activity Restrictions,,Do not lift objects heavier than 10 pounds.,,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_12,Medication Management,,Do not drive if you are using narcotic medications to manage your pain.,,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_13,Follow-up Care,,You should not insert anything in the vagina until you have spoken to your doctor.,,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_14,Medication Management,,"After a TLH, you will likely experience some pain in your abdomen.",,,,medium,,,,,,False,pattern,False
[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1.pdf,Gynecological Surgery,Hysterectomy,0.74,[74%] 38-H7B-%E2%80%93-Total-Laparoscopic-Hysterectomy-Recovery-v12.22.2021-1_15,Diet & Nutrition,,"Diet Ensure you drink enough fluids (6-8 cups/day), and reintroduce your full diet when you feel ready.",,,,medium,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_1,Follow-up Care,,Schedule a post operative appointment for two to four weeks after your surgery.,,,,medium,,,,,,True,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_2,Pet Care,,Contact your gynecology surgeon if you experience any concerns or complications after surgery.,,,,medium,,,,,,False,pattern,True
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_3,Sleep Positioning,,You should NOT be bedridden after these procedures.,,,,medium,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_4,Diet & Nutrition,,"You should be able to walk, eat and drink the day after the surgery with mild to moderate discomfort.",,,,medium,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_5,Uncategorized,,Start with no more than 15 pounds.,,,,medium,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_6,Activity Restrictions,,You may resume these exercises when you feel comfortable.,,,,low,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_7,Uncategorized,,"Start out slowly and gradually increase time, distance and speed.",,,,medium,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_8,Hygiene,,You may take a shower the day after surgery.,,,,low,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_9,Bowel Bladder,,"Call the office for any burning on urination, or rectal bleeding.",,,,medium,,,,,,False,pattern,True
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_10,Pet Care,,"You may not even know that you have been catheterized, since the catheter is placed while you are asleep and sometimes removed before you awake.",,,,low,,,,,,False,pattern,True
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_11,Uncategorized,,"After eight weeks, deep penetration should be avoided for the first several times to prevent injury to the vaginal cuff.",,,,medium,,,,,,False,pattern,False
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_12,Sexual Activity,,"After eight weeks, you should be cleared to resume pre-hysterectomy sexual activities.",,,,medium,,,,,,False,pattern,True
[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,agent_output/organized_pdfs/Gynecological Surgery/Hysterectomy/[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy.pdf,Gynecological Surgery,Hysterectomy,0.96,[96%] Post%20Operative%20Instructions%20-%20Laparoscopic%20Hysterectomy_13,Activity Restrictions,,You are allowed to use the stairs if you feel able.,,,,medium,,,,,,False,pattern,False
[92%] 20230308_erc_csection_clinicalpathway_en.pdf,agent_output/organized_pdfs/Gynecological Surgery/C-Section/[92%] 20230308_erc_csection_clinicalpathway_en.pdf,Gynecological Surgery,C-Section,0.92,[92%] 20230308_erc_csection_clinicalpathway_en_1,Follow-up Care,,After Surgery (ERAS) management using the recommendations provided in this clinical pathway.,,,,medium,,,,,,False,pattern,False
[92%] 20230308_erc_csection_clinicalpathway_en.pdf,agent_output/organized_pdfs/Gynecological Surgery/C-Section/[92%] 20230308_erc_csection_clinicalpathway_en.pdf,Gynecological Surgery,C-Section,0.92,[92%] 20230308_erc_csection_clinicalpathway_en_2,Diet & Nutrition,,Diet and gastrointestinal function recovery .,,,,medium,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_1,Wound Care,,"Start quad sets: hold for 6 seconds, 30 repetitions, 4 times daily Dressing/Wound Care •Do NOT get the bandage wet.",,,,medium,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_2,Wound Care,,You may place band -aids over the small wounds .,,,,low,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_3,Medication Management,,Take as prescribed •Avoid taking any anti -inflammatories including Ibuprofen (Motrin and Advil) or Aleve (Naproxen) until cleared by your surgeon.,,,,medium,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_4,Medication Management,,"You may take Tylenol as needed for pain - use as directed, do not take greater than 4 grams of Tylenol per day.",,,,low,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_5,Pet Care,,Do not operate machinery or drive while taking this medication .,,,,medium,,,,,,False,pattern,True
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_6,Follow-up Care,,"Return Visit •If you do not already have a scheduled post -operative visit, please call for an appointment on the next business day.",,,,medium,,,,,,True,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_7,Wound Care,,After 3 days you may remove the bandages and dressings ( not the white steri - strips ).,After 3 days,,,low,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_8,Hygiene,,"No baths, pools, or hot tubs until told.",,,,medium,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_9,Medication Management,,Avoid taking any anti -inflammatories including Ibuprofen (Motrin and Advil) or Aleve (Naproxen) until cleared by your surgeon.,,,,medium,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_10,Wound Care,,"Use ice pack or cryotherapy system •Start quad sets: hold for 6 seconds, 30 repetitions, 4 times daily Dressing/Wound Care •Do NOT get the bandage wet.",,,,medium,,,,,,False,pattern,False
[70%] POSTOP-ACL-CHRISTIANO.pdf,agent_output/organized_pdfs/Uncategorized/[70%] POSTOP-ACL-CHRISTIANO.pdf,Uncategorized,Uncategorized,0.7,[70%] POSTOP-ACL-CHRISTIANO_11,Insurance,,Exercise •Perform straight leg raise exercises 20 times three times a day.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_1,Diet & Nutrition,,You may offer food in very small amounts for the first 12 hours o Do not be concerned if your pet does not want to eat right away.,,,,low,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_2,Diet & Nutrition,,Remove food until morning if vomiting occurs.,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_3,Medication Management,,"Do not give aspirin, Advil or Tylenol to your pet for pain.",,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_4,Pet Care,,Keep the pet in a confined area away from other pets and children for at least 24 hours.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_5,Sleep Positioning,,"Do not place them in a high place (bed, sofa, etc.",,,,medium,,,,,,False,pattern,False
