pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category,enhanced,description_length
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_5,Pain Management,,Apply ice for 20 minutes every hour. • You may apply ice over the top of the splint. Be sure not to let the splint get wet.,,every hour,,medium,,,,,,False,pattern,False,True,123
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_6,Pain Management,,Apply ice for 20 minutes every hour. • You may apply ice over the top of the splint. Be sure not to let the splint get wet.,,,,low,,,,splint,,False,pattern,False,True,123
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_7,Diet & Nutrition,,You may progress slowly to your normal diet if not nauseated. • Patients are sometimes prescribed an anti-nausea medication after surgery. This can be used to treat nausea.,,,,low,,,,,,False,pattern,False,True,172
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_8,Medication Management,,Take this medication as instructed. • Try to take pain medication with food to help decrease nausea. • Some prescribed pain medication may already have Tylenol (Acetaminophen) mixed with it.,,,,medium,,,,,,False,pattern,True,True,190
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_9,Medication Management,,Do not take any other medications that include Tylenol while taking these pain medications.,,,,medium,,,,,,False,pattern,False,False,91
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_10,Medication Management,,"Do not drink alcohol or drive while taking narcotic pain medication (hydrocodone, oxycodone, dilaudid, etc.). • Pain medication typically takes about 30-45 minutes to take effect.",,,,medium,,,,,,False,pattern,False,True,179
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_11,Work Return,,"Return to work depends on your job requirements, specifics of your surgery and pain/swelling levels. This can be discussed at your follow-up appointment. • Physical therapy will be prescribed after surgery.",,,,medium,,,,,,True,pattern,True,True,206
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_12,Medication Management,,"Return to driving after surgery is okay once narcotic pain medication has been stopped and you are cleared by your surgeon. The length of time until patients are able to return to driving varies depending on the specific surgery and which leg is involved. BLOOD CLOT PREVENTION: • Though uncommon, blood clots (also called deep vein thrombosis or DVT) can occur after surgery.",,,,medium,,,,,,True,pattern,False,True,376
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_13,Equipment Management,,"After surgery, your leg will typically be placed in a splint. This should be left in place until your follow-up appointment. Keep the splint clean and dry.",,,,medium,,,,splint,,False,pattern,False,True,155
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_14,Hygiene,,"Once you have been placed in a removable boot, you can remove it to take a shower or bath. Do not submerge the wound in water (bath, pool, lake) until it has completely healed. ICING/ELEVATION: • Icing is an important part of recovery from surgery.",,,,medium,,,,,,False,pattern,False,True,248
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_15,Diet & Nutrition,,"After surgery, some patients experience nausea. This can be related to anesthesia or pain medication. It is best to begin with clear liquids and light food (crackers).",,,,medium,,,,,,False,pattern,False,True,167
[88%] Achilles-Tendon-Repair-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Achilles-Tendon-Repair-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Achilles-Tendon-Repair-Post-Op_16,Hearing,,"When you begin to feel some tingling in the extremity, the block is beginning to wear off. This is a good time to begin taking oral pain medication. • Pain medication will likely not take away all of your pain.",,,,medium,,,,,,False,pattern,True,True,210
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_1,Follow-up Care,,"You may shower once the initial dressing is removed (at the first clinic visit) with a watertight dressing in place. Do not submerge the wounds in water (bathtub, pool, lake) until 6 weeks after surgery. Continue to cover the wound in the shower for the first 6 weeks after surgery.",,,,low,,,,,,True,pattern,False,True,282
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_2,Wound Care,,"You may shower once the initial dressing is removed (at the first clinic visit) with a watertight dressing in place. Do not submerge the wounds in water (bathtub, pool, lake) until 6 weeks after surgery. Continue to cover the wound in the shower for the first 6 weeks after surgery.",,,,medium,,,,,,False,pattern,False,True,282
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_3,Wound Care,,"You may shower once the initial dressing is removed (at the first clinic visit) with a watertight dressing in place. Do not submerge the wounds in water (bathtub, pool, lake) until 6 weeks after surgery. Continue to cover the wound in the shower for the first 6 weeks after surgery.",,,,medium,,,,,,False,pattern,False,True,282
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_4,Diet & Nutrition,,You may progress slowly to your normal diet if not nauseated. • Patients are often prescribed an anti-nausea medication after surgery. This can be used to treat nausea.,,,,low,,,,,,False,pattern,False,True,168
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_5,Medication Management,,Do not take any other medications that include Tylenol while taking these pain medications. Taking too much Tylenol can cause liver damage.,,,,medium,,,,,,False,pattern,False,True,139
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_6,Medication Management,,"Do not drink alcohol or drive while taking narcotic pain medication (hydrocodone, oxycodone, dilaudid, etc.). • Pain medication typically takes about 30-45 minutes to take effect.",,,,medium,,,,,,False,pattern,False,True,179
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_7,Hearing,,"You may bear full weight on the operated leg immediately after surgery. • Return to work depends on your job requirements, specifics of your surgery and pain/swelling levels. This can be discussed at your follow-up appointment.",,,,critical,,,,,,False,pattern,True,True,227
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_8,Work Return,,"Return to work depends on your job requirements, specifics of your surgery and pain/swelling levels. This can be discussed at your follow-up appointment. • Do not resume sports, use exercise equipment or perform strenuous physical activity (including lifting weights) until your surgeon says it is okay.",,,,medium,,,,,,True,pattern,True,True,303
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_9,Activity Restrictions,,"Do not resume sports, use exercise equipment or perform strenuous physical activity (including lifting weights) until your surgeon says it is okay. • Physical therapy will be prescribed after surgery. This is an important part of your recovery and we encourage patients to attend all physical therapy appointments.",,,,medium,,,,,,False,pattern,False,True,314
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_10,Medication Management,,"Return to driving after surgery is okay once narcotic pain medication has been stopped and you are cleared by your surgeon. The length of time until patients are able to return to driving varies depending which leg is involved. BLOOD CLOT PREVENTION: • Though uncommon, blood clots (also called deep vein thrombosis or DVT) can occur after surgery.",,,,medium,,,,,,True,pattern,False,True,348
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_11,Wound Care,,"After surgery, wounds are typically covered with an adhesive dressing. This should be left in place for 2 weeks. Dressings will be removed at your first post-op appointment.",,,,medium,,,,,,False,pattern,False,True,173
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_12,Uncategorized,,"After the first 48 hours, the unit should be used in 20 minute intervals every couple of hours for the first 3-4 weeks after surgery. • Keeping your leg elevated above your heart will also help decrease swelling. DIET: • After surgery, some patients experience nausea.",,,,medium,,,,,,False,pattern,False,True,268
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_13,Diet & Nutrition,,"After the first 48 hours, the unit should be used in 20 minute intervals every couple of hours for the first 3-4 weeks after surgery. • Keeping your leg elevated above your heart will also help decrease swelling. DIET: • After surgery, some patients experience nausea.",,,,medium,,,,,,False,pattern,False,True,268
[92%] Total-Knee-Post-Op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[92%] Total-Knee-Post-Op.pdf,Orthopedic Surgery,Orthopedic Surgery,0.92,[92%] Total-Knee-Post-Op_14,Hearing,,"When you begin to feel some tingling in the extremity, the block is beginning to wear off. This is a good time to begin taking oral pain medication. • Pain medication likely will not take away all of your pain.",,,,medium,,,,,,False,pattern,True,True,210
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_1,Uncategorized,,"Stop taking aspirin products. If you are taking aspirin as prescribed by your physician, consult with him/her before stopping. ● Stop taking GLP -1 agonist medications or other drugs being used for weight loss purposes ○ Dulaglutide (Trulicity) ○ Exenatide extended release (Bydureon bcise) ○ Exenatide (Byetta) ○ Semaglutide injection (Ozempic) ○ Liraglutide (Victoza, Saxenda) ○ Lixisenatide (Adlyxin) ○ Semaglutide by mouth (Rybelsus) ● Schedule physical therapy.",,,,medium,,,,,,False,pattern,False,True,466
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_2,Physical Therapy,,"Stop taking aspirin products. If you are taking aspirin as prescribed by your physician, consult with him/her before stopping. ● Stop taking GLP -1 agonist medications or other drugs being used for weight loss purposes ○ Dulaglutide (Trulicity) ○ Exenatide extended release (Bydureon bcise) ○ Exenatide (Byetta) ○ Semaglutide injection (Ozempic) ○ Liraglutide (Victoza, Saxenda) ○ Lixisenatide (Adlyxin) ○ Semaglutide by mouth (Rybelsus) ● Schedule physical therapy.",,,,medium,,,,,,False,pattern,False,True,466
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_3,Medication Management,,"Stop taking any medications that may cause bleeding: anti -inflammatories, Motrin, Naproxen, Voltaren and Advil. If you have any questions about medicati on, call our office. ● Nursing staff may contact you to review your health history and give you instructions on what to expect the day of your procedure.",,,,low,,,,,,False,pattern,False,True,307
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_4,Dental,,"Take nothing by mouth after midnight. This includes candies, gum, cigarettes, chewi ng tobacco, coffee and water. ● Your anesthesiologist will make an effort to contact you the night before your surgery to discuss any concerns you might have.",,,,medium,,,,,,False,pattern,True,True,242
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_5,Medication Management,,"Take your usual morning medications with sips of water unless otherwise instructed by your surgeon, anesthesiologist, or nurse. If you have diabetes or take anticoagulation medications, please check with your surgeon or primary care doctor as to when to stop or continue taking these medications. ● What to bring ○ This brochure ○ Clothing: Comfortable, loose -fitting clothing that is easy to get on and off ○ Personal devices: hearing aids, eyeglasses and dentures ○ DO NOT bring any medications from home unless specifically instructed to do so.",,,,medium,,,,,,False,pattern,True,True,548
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_6,Follow-up Care,,"You may not remember this portion of your day, so the surgeon or physician assistant will make sure to go over the procedure specifics at your first post -op visit. ● Please keep in mind throughout your recovery that everyone’s experience is unique, so rehabilitation may take more or less time than you anticipate. ● If you had a nerve block, your extremity may be numb or tingle for 24 hours post - surgery.",,,,low,,,,,,True,pattern,False,True,409
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_7,Follow-up Care,,Report them to your doctor immediately. Call 911 if you notice the following signs as they could in dicate a blood clot in your lungs: ● Difficulty breathing ● Chest pain ● Coughing up blood ● Unusual upper back pain Activity ● No weight bearing for 4 weeks ● At the 1st post -op visit you will be transitioned into a boot and will be allowed gentle active plantarflexion and dorsiflexion. Follow up ● You will be seen within 10 -14 days after surgery .,,,,critical,,,,,,False,pattern,False,True,453
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_8,Follow-up Care,,Report them to your doctor immediately. Call 911 if you notice the following signs as they could in dicate a blood clot in your lungs: ● Difficulty breathing ● Chest pain ● Coughing up blood ● Unusual upper back pain Activity ● No weight bearing for 4 weeks ● At the 1st post -op visit you will be transitioned into a boot and will be allowed gentle active plantarflexion and dorsiflexion. Follow up ● You will be seen within 10 -14 days after surgery .,,,,medium,,,,,,False,pattern,False,True,453
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_9,Follow-up Care,,"After Surgery ● Your surgeon will call the person who is picking you up and let them know how everything went during the surgery. It will then be about an hour or two until you have recovered enough to go home. ● During the first two hours after surgery, you will be cared for in the recovery room where nurses will check your blood pressure, pulse, oxygen level, manage your pain and watch you closely for the next several hours.",,,,medium,,,,,,False,pattern,False,True,430
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_10,Monitoring,,"After Surgery ● Your surgeon will call the person who is picking you up and let them know how everything went during the surgery. It will then be about an hour or two until you have recovered enough to go home. ● During the first two hours after surgery, you will be cared for in the recovery room where nurses will check your blood pressure, pulse, oxygen level, manage your pain and watch you closely for the next several hours.",,,,medium,,,,,,False,pattern,False,True,430
[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[88%] Schwartz-PostOp-AchillesTendonRepair.pdf,Orthopedic Surgery,Orthopedic Surgery,0.88,[88%] Schwartz-PostOp-AchillesTendonRepair_11,Medication Management,,Drink plenty of fluids while taking pain medications.,,,,medium,,,,,,False,pattern,False,False,53
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_1,Pain Management,,"Ice – Ice controls swelling and discomfort by slowing down the circulation in your shoulder. Place crushed ice in plastic bag over your shoulder for no more than 20 minutes, 3 times a day. o.",,,,medium,,,,,,False,pattern,False,True,191
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_2,Hearing,,"Continue wearing the sling for a period of approximately six weeks or until Dr. Cancienne directs you to stop o. Medication Pain Medication- Take medications as prescribed, but only as often as necessary.",,,,medium,,,,,,False,pattern,True,True,205
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_3,Medication Management,,"Continue wearing the sling for a period of approximately six weeks or until Dr. Cancienne directs you to stop o. Medication Pain Medication- Take medications as prescribed, but only as often as necessary.",,,,high,,,,,,False,pattern,True,True,205
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_4,Medication Management,,"Avoid alcohol and driving if you are taking pain medication. Over the counter NSAIDs (Advil, Aleve, Ibuprofen) can be used for additional pain relief if needed. o.",,,,medium,,,,,,False,pattern,False,True,164
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_5,Uncategorized,,While your sling is off you should flex and extend your elbow and wrist – (3x a day for 15 repetitions) to avoid elbow stiffness You can also shrug your shoulders. Ball squeezes should be done in the sling (3x a day for 15 squeezes). You may NOT move your shoulder by yourself in certain directions.,,,,medium,,,,,,False,pattern,False,True,302
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_6,Uncategorized,,While your sling is off you should flex and extend your elbow and wrist – (3x a day for 15 repetitions) to avoid elbow stiffness You can also shrug your shoulders. Ball squeezes should be done in the sling (3x a day for 15 squeezes). You may NOT move your shoulder by yourself in certain directions.,,,,low,,,,,,False,pattern,False,True,302
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_7,Hygiene,,"Keep the dressing on, clean and dry for the first 3 days after surgery. You may shower 5 days after surgery with a water proof bandage on. Apply new dressing after showering.",,,,medium,,,,,,False,pattern,False,True,175
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_8,Wound Care,,"Keep the dressing on, clean and dry for the first 3 days after surgery. You may shower 5 days after surgery with a water proof bandage on. Apply new dressing after showering.",,,,low,,,,,,False,pattern,False,True,175
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_9,Wound Care,,"Keep the dressing on, clean and dry for the first 3 days after surgery. You may shower 5 days after surgery with a water proof bandage on. Apply new dressing after showering.",,,,medium,,,,,,False,pattern,False,True,175
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_10,Wound Care,,Remove the dressing 3 days after surgery. Leave the white strips in place until they fall off. o.,,,,medium,,,,,,False,pattern,False,True,97
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_11,Wound Care,,"Do not peel away or pick at the incision. When allowed to shower, you can cover this area with a band-aid. Do not soak the area.",,,,medium,,,,,,False,pattern,False,True,128
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_12,Uncategorized,,"Do not peel away or pick at the incision. When allowed to shower, you can cover this area with a band-aid. Do not soak the area.",,,,medium,,,,,,False,pattern,False,True,128
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_13,Follow-up Care,,You can find your appointment for this first post-operative visit in the post op instruction folder.,,,,medium,,,,,,True,pattern,False,False,100
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_14,Pain Management,,"After 3 days, the cooling device should be applied 3 times a day for 20-30 minute intervals. o. Sling – A sling has been provided for your comfort and to stabilize your shoulder for proper healing.",After 3 days,,,medium,,,,device,,False,pattern,False,True,197
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_15,Uncategorized,,While your sling is off you should flex and extend your elbow and wrist – (3x a day for 15 repetitions) to avoid elbow stiffness You can also shrug your shoulders. Ball squeezes should be done in the sling (3x a day for 15 squeezes). You may NOT move your shoulder by yourself in certain directions.,,,,medium,,,,,,False,pattern,True,True,302
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_16,Hygiene,,"Do not peel away or pick at the incision. When allowed to shower, you can cover this area with a band-aid. Do not soak the area.",,,,medium,,,,,,False,pattern,False,True,128
[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[100%] biceps-tenodesis-discharge-instructions-pt-protocol.pdf,Orthopedic Surgery,Orthopedic Surgery,1.0,[100%] biceps-tenodesis-discharge-instructions-pt-protocol_17,Uncategorized,,"No rotation with arm in abduction until 4 wks • With distal clavicle excision, hold cross body adduction until 8wks.",,,,medium,,,,,,False,pattern,False,False,116
[96%] knee-class-brochure.pdf,agent_output/organized_pdfs/Orthopedic Surgery/[96%] knee-class-brochure.pdf,Orthopedic Surgery,Orthopedic Surgery,0.96,[96%] knee-class-brochure_1,Activity Restrictions,,"When you bend or straighten your knee, the end of the femur rolls against the end of the tibia, and the patella glides in front of the femur. With a healthy knee, smooth, weight-bearing surf aces allow for painless movement. Muscles and ligaments provide side-to-side stability.",,,,medium,,,,,,False,pattern,False,True,278
